,parameter_id,smiles,mw
0,t141b,PC1NC=Cn2ncnc21,154.11017120000002
1,t141b,OC1NC=Cn2ncnc21,138.127892
2,t141b,SC1NC=Cn2ncnc21,154.193962
3,t141b,CC1NC=Cn2ncnc21,136.15513600000003
4,t141b,NC1NC=Cn2ncnc21,137.14312900000002
5,t141b,N=Ic1cnn2c1NCCC2,264.0675560000001
6,t141b,Nc1cnn2c1NCCC2,138.17103
7,t141b,Sc1cnn2c1NCCC2,155.221863
8,t141b,Oc1cnn2c1NCCC2,139.15579300000002
9,t141b,Cc1cnn2c1NCCC2,137.183037
10,t141b,FCc1cnn2c1NCCC2,155.17349325000004
11,t141b,IOc1cnn2c1NCCC2,265.05231900000007
12,t141b,BrCc1cnn2c1NCCC2,216.07919000000004
13,t141b,ICc1cnn2c1NCCC2,263.07956300000006
14,t141b,S=Cc1cnn2c1NCCC2,167.23264300000002
15,t141b,C=Cc1cnn2c1NCCC2,149.19381700000002
16,t141b,FOc1cnn2c1NCCC2,157.14624925
17,t141b,FNc1cnn2c1NCCC2,156.16148625000002
18,t141b,ISc1cnn2c1NCCC2,281.11838900000004
19,t141b,Pc1cnn2c1NCCC2,155.13807220000004
20,t141b,N=Nc1cnn2c1NCCC2,151.16980300000003
21,t141b,Sc1ccn2nccc2n1,151.190075
22,t141b,Nc1ccn2nccc2n1,134.139242
23,t141b,FNc1ccn2nccc2n1,152.12969825
24,t141b,ISc1ccn2nccc2n1,277.08660100000003
25,t141b,FCc1ccn2nccc2n1,151.14170525
26,t141b,IOc1ccn2nccc2n1,261.02053100000006
27,t141b,N=Ic1ccn2nccc2n1,260.0357680000001
28,t141b,ICc1ccn2nccc2n1,259.04777500000006
29,t141b,Oc1ccn2nccc2n1,135.12400499999998
30,t141b,Cc1ccn2nccc2n1,133.151249
31,t141b,Pc1ccn2nccc2n1,151.1062842
32,t141b,FOc1ccn2nccc2n1,153.11446125
33,t141b,N=Nc1ccn2nccc2n1,147.138015
34,t141b,ISc1cc2cccnn2c1,276.09860800000007
35,t141b,Nc1cc2cccnn2c1,133.15124899999998
36,t141b,FNc1cc2cccnn2c1,151.14170525
37,t141b,IOc1cc2cccnn2c1,260.03253800000005
38,t141b,Cc1cc2cccnn2c1,132.163256
39,t141b,FCc1cc2cccnn2c1,150.15371225
40,t141b,Oc1cc2cccnn2c1,134.136012
41,t141b,FOc1cc2cccnn2c1,152.12646825
42,t141b,ClNc1cc2cccnn2c1,167.59650200000002
43,t141b,ClCc1cc2cccnn2c1,166.608509
44,t141b,Pc1cc2cccnn2c1,150.11829120000002
45,t141b,ICc1cc2cccnn2c1,258.0597820000001
46,t141b,Sc1cc2cccnn2c1,150.202082
47,t141b,ClOc1ccc2nncn2n1,170.557251
48,t141b,IOc1ccc2nncn2n1,262.008524
49,t141b,Sc1ccc2nncn2n1,152.178068
50,t141b,Oc1ccc2nncn2n1,136.111998
51,t141b,BrNc1ccc2nncn2n1,214.02338800000004
52,t141b,ClCc1ccc2nncn2n1,168.584495
53,t141b,FCc1ccc2nncn2n1,152.12969825
54,t141b,FNc1ccc2nncn2n1,153.11769124999998
55,t141b,ICc1ccc2nncn2n1,260.0357680000001
56,t141b,Nc1ccc2nncn2n1,135.12723499999998
57,t141b,Cc1ccc2nncn2n1,134.139242
58,t141b,FOc1ccc2nncn2n1,154.10245425
59,t141b,BrCc1ccc2nncn2n1,213.03539500000002
60,t141b,Pc1ccc2nncn2n1,152.0942772
61,t141b,BrOc1ccc2nncn2n1,215.00815100000003
62,t141b,ISc1ccc2nncn2n1,278.074594
63,t141b,PN1CCn2ncnc2C1,156.12606520000003
64,t141b,ICN1CCn2ncnc2C1,264.0675560000001
65,t141b,SN1CCn2ncnc2C1,156.20985600000003
66,t141b,ISN1CCn2ncnc2C1,282.10638200000005
67,t141b,ON1CCn2ncnc2C1,140.143786
68,t141b,ClON1CCn2ncnc2C1,174.58903900000004
69,t141b,CN1CCn2ncnc2C1,138.17103
70,t141b,FON1CCn2ncnc2C1,158.13424225000003
71,t141b,FCN1CCn2ncnc2C1,156.16148625000002
72,t141b,S=NN1CCn2ncnc2C1,169.20862900000003
73,t141b,FNN1CCn2ncnc2C1,157.14947925
74,t141b,BrCN1CCn2ncnc2C1,217.06718300000006
75,t141b,ION1CCn2ncnc2C1,266.04031200000003
76,t141b,NN1CCn2ncnc2C1,139.15902300000002
77,t141b,O=IN1CCn2ncnc2C1,266.04031200000003
78,t141b,BrON1CCn2nccc2C1,218.05194600000007
79,t141b,N=IN1CCn2nccc2C1,264.0675560000001
80,t141b,NN1CCn2nccc2C1,138.17103
81,t141b,O=CN1CCn2nccc2C1,151.16657300000003
82,t141b,SN1CCn2nccc2C1,155.221863
83,t141b,C=NN1CCn2nccc2C1,150.18181
84,t141b,ISN1CCn2nccc2C1,281.11838900000004
85,t141b,ClCN1CCn2nccc2C1,171.62829000000005
86,t141b,CN1CCn2nccc2C1,137.18303699999998
87,t141b,ION1CCn2nccc2C1,265.05231900000007
88,t141b,O=IN1CCn2nccc2C1,265.05231900000007
89,t141b,ON1CCn2nccc2C1,139.15579300000002
90,t141b,ICN1CCn2nccc2C1,263.07956300000006
91,t141b,PN1CCn2nccc2C1,155.1380722
92,t141b,FNN1CCn2nccc2C1,156.16148625000002
93,t141b,FON1CCn2nccc2C1,157.14624925
94,t141b,FCN1CCn2nccc2C1,155.17349325000004
95,t141b,ClNN1CCn2nccc2C1,172.61628300000004
96,t141b,ClCc1ccc2ccnn2c1,166.608509
97,t141b,O=Nc1ccc2ccnn2c1,147.134785
98,t141b,FNc1ccc2ccnn2c1,151.14170525
99,t141b,FOc1ccc2ccnn2c1,152.12646825
100,t141b,Cc1ccc2ccnn2c1,132.163256
101,t141b,P=Cc1ccc2ccnn2c1,162.1290712
102,t141b,ISc1ccc2ccnn2c1,276.09860800000007
103,t141b,Pc1ccc2ccnn2c1,150.11829120000002
104,t141b,FCc1ccc2ccnn2c1,150.15371225
105,t141b,ClNc1ccc2ccnn2c1,167.59650200000002
106,t141b,ICc1ccc2ccnn2c1,258.0597820000001
107,t141b,Oc1ccc2ccnn2c1,134.136012
108,t141b,IOc1ccc2ccnn2c1,260.03253800000005
109,t141b,Sc1ccc2ccnn2c1,150.202082
110,t141b,Nc1ccc2ccnn2c1,133.15124899999998
111,t141b,OC1Cn2nccc2CN1,139.155793
112,t141b,IOC1Cn2nccc2CN1,265.05231900000007
113,t141b,ClOC1Cn2nccc2CN1,173.60104600000003
114,t141b,FCC1Cn2nccc2CN1,155.17349325
115,t141b,ISC1Cn2nccc2CN1,281.11838900000004
116,t141b,ClCC1Cn2nccc2CN1,171.62829000000002
117,t141b,ICC1Cn2nccc2CN1,263.07956300000006
118,t141b,CC1Cn2nccc2CN1,137.183037
119,t141b,P=CC1Cn2nccc2CN1,167.14885220000002
120,t141b,FOC1Cn2nccc2CN1,157.14624925
121,t141b,FNC1Cn2nccc2CN1,156.16148625
122,t141b,SC1Cn2nccc2CN1,155.221863
123,t141b,BrCC1Cn2nccc2CN1,216.07919000000004
124,t141b,NC1Cn2nccc2CN1,138.17103
125,t141b,PC1Cn2nccc2CN1,155.1380722
126,t141b,Pc1cc2ccncn2n1,151.1062842
127,t141b,FOc1cc2ccncn2n1,153.11446124999998
128,t141b,S=Nc1cc2ccncn2n1,164.188848
129,t141b,IOc1cc2ccncn2n1,261.02053100000006
130,t141b,Nc1cc2ccncn2n1,134.139242
131,t141b,N=Cc1cc2ccncn2n1,146.15002199999998
132,t141b,Sc1cc2ccncn2n1,151.19007499999998
133,t141b,Oc1cc2ccncn2n1,135.12400499999998
134,t141b,BrOc1cc2ccncn2n1,214.02015800000004
135,t141b,BrCc1cc2ccncn2n1,212.04740200000003
136,t141b,Cc1cc2ccncn2n1,133.151249
137,t141b,ISc1cc2ccncn2n1,277.08660100000003
138,t141b,FCc1cc2ccncn2n1,151.14170525
139,t141b,ICc1cc2ccncn2n1,259.04777500000006
140,t141b,FNc1cc2ccncn2n1,152.12969825
141,t141b,Cc1cn2ncnc2cn1,134.139242
142,t141b,Oc1cn2ncnc2cn1,136.111998
143,t141b,C=Cc1cn2ncnc2cn1,146.150022
144,t141b,ClOc1cn2ncnc2cn1,170.557251
145,t141b,IOc1cn2ncnc2cn1,262.008524
146,t141b,Sc1cn2ncnc2cn1,152.178068
147,t141b,ICc1cn2ncnc2cn1,260.0357680000001
148,t141b,FOc1cn2ncnc2cn1,154.10245425
149,t141b,BrOc1cn2ncnc2cn1,215.00815100000003
150,t141b,ISc1cn2ncnc2cn1,278.074594
151,t141b,BrCc1cn2ncnc2cn1,213.03539500000002
152,t141b,FNc1cn2ncnc2cn1,153.11769125
153,t141b,FCc1cn2ncnc2cn1,152.12969825000002
154,t141b,O=Nc1cn2ncnc2cn1,149.110771
155,t141b,Pc1cn2ncnc2cn1,152.09427720000002
156,t141b,O=Cc1cn2ncnc2cn1,148.122778
157,t141b,Nc1cn2ncnc2cn1,135.12723499999998
158,t141b,C=Nc1cc2cnncn2n1,147.138015
159,t141b,FNc1cc2cnncn2n1,153.11769124999998
160,t141b,BrNc1cc2cnncn2n1,214.02338800000004
161,t141b,N=Ic1cc2cnncn2n1,261.02376100000004
162,t141b,FCc1cc2cnncn2n1,152.12969825
163,t141b,FOc1cc2cnncn2n1,154.10245425
164,t141b,Pc1cc2cnncn2n1,152.0942772
165,t141b,Cc1cc2cnncn2n1,134.139242
166,t141b,ISc1cc2cnncn2n1,278.074594
167,t141b,ICc1cc2cnncn2n1,260.0357680000001
168,t141b,C=Cc1cc2cnncn2n1,146.150022
169,t141b,O=Cc1cc2cnncn2n1,148.12277799999998
170,t141b,Nc1cc2cnncn2n1,135.12723499999998
171,t141b,S=Nc1cc2cnncn2n1,165.176841
172,t141b,Sc1cc2cnncn2n1,152.178068
173,t141b,Oc1cc2cnncn2n1,136.111998
174,t141b,IOc1cc2cnncn2n1,262.008524
175,t141b,Sc1cc2ncnn2cn1,152.178068
176,t141b,FCc1cc2ncnn2cn1,152.12969825000002
177,t141b,Pc1cc2ncnn2cn1,152.09427720000002
178,t141b,S=Nc1cc2ncnn2cn1,165.176841
179,t141b,N=Ic1cc2ncnn2cn1,261.02376100000004
180,t141b,O=Nc1cc2ncnn2cn1,149.110771
181,t141b,FNc1cc2ncnn2cn1,153.11769125
182,t141b,ISc1cc2ncnn2cn1,278.074594
183,t141b,IOc1cc2ncnn2cn1,262.008524
184,t141b,Oc1cc2ncnn2cn1,136.111998
185,t141b,FOc1cc2ncnn2cn1,154.10245425
186,t141b,Cc1cc2ncnn2cn1,134.139242
187,t141b,BrNc1cc2ncnn2cn1,214.02338800000004
188,t141b,N=Cc1cc2ncnn2cn1,147.138015
189,t141b,Nc1cc2ncnn2cn1,135.12723499999998
190,t141b,ICc1cc2ncnn2cn1,260.0357680000001
191,t141b,BrOc1cc2ncnn2cn1,215.00815100000003
192,t141b,FOc1cc2nnccn2n1,154.10245425
193,t141b,FNc1cc2nnccn2n1,153.11769124999998
194,t141b,IOc1cc2nnccn2n1,262.008524
195,t141b,Oc1cc2nnccn2n1,136.111998
196,t141b,ISc1cc2nnccn2n1,278.074594
197,t141b,BrOc1cc2nnccn2n1,215.00815100000003
198,t141b,Pc1cc2nnccn2n1,152.0942772
199,t141b,Sc1cc2nnccn2n1,152.178068
200,t141b,ClOc1cc2nnccn2n1,170.557251
201,t141b,Cc1cc2nnccn2n1,134.139242
202,t141b,ICc1cc2nnccn2n1,260.0357680000001
203,t141b,S=Cc1cc2nnccn2n1,164.188848
204,t141b,FCc1cc2nnccn2n1,152.12969825
205,t141b,C=Nc1cc2nnccn2n1,147.138015
206,t141b,O=Ic1cc2nnccn2n1,262.008524
207,t141b,Nc1cc2nnccn2n1,135.12723499999998
208,t141b,Cn1cnn2cccc2c1=O,149.150679
209,t141b,Cc1c[nH]n2cnnc12,122.12846200000001
210,t141b,Oc1c[nH]n2cnnc12,124.101218
211,t141b,Cn1nnc2ccnn2c1=O,151.126665
212,t141b,O=C1Nc2ncnn2CC1S,170.19339200000002
213,t141b,O=C1Nc2ncnn2CC1O,154.127322
214,t141b,N=Cc1cnn2cnccc12,146.150022
215,t141b,Oc1cnn2cnccc12,135.124005
216,t141b,Nc1cnn2cnccc12,134.139242
217,t141b,ClNc1cnn2cnccc12,168.58449500000003
218,t141b,ICc1cnn2cnccc12,259.04777500000006
219,t141b,Cc1cnn2cnccc12,133.151249
220,t141b,N=Ic1cnn2cnccc12,260.0357680000001
221,t141b,Sc1cnn2cnccc12,151.190075
222,t141b,IOc1cnn2cnccc12,261.02053100000006
223,t141b,FNc1cnn2cnccc12,152.12969825000002
224,t141b,Pc1cnn2cnccc12,151.10628420000003
225,t141b,S=Nc1cnn2cnccc12,164.18884800000004
226,t141b,ISc1cnn2cnccc12,277.08660100000003
227,t141b,FOc1cnn2cnccc12,153.11446125
228,t141b,FCc1cnn2cnccc12,151.14170525000003
229,t141b,Pc1cnn2c1CCCC2,154.15007920000002
230,t141b,ISc1cnn2c1CCCC2,280.1303960000001
